id_client;date_demande;sexe;Tranche d'age;Enfant conduite accompagnée;Enfants;Tranche Revenus;usage_vehicule;type_vehicule;Age du vehicule;type_conduite;Tranche Tarif;points_perdus
486;26/05/2022;F;Mineur;oui;oui;[-50k];Private;Minivan;[Moins de 10 ans];Rural;[Moins de 300];0
487;25/04/2022;F;[18-28];oui;oui;[-50k];Private;Sports Car;[Moins de 10 ans];Urban;[Moins de 300];1
488;29/05/2022;M;[50-65];oui;oui;[-50k];Commercial;SUV;[Moins de 10 ans];Rural;[300-599];0
489;03/02/2022;M;Mineur;oui;oui;[-50k];Private;Sports Car;[10-20];Urban;[Moins de 300];5
490;16/05/2022;M;[29-45];oui;oui;[-50k];Commercial;Minivan;[Moins de 10 ans];Urban;[Moins de 300];0
491;15/05/2022;F;[50-65];oui;oui;[50k-99k];Private;SUV;[10-20];Urban;[Moins de 300];1
492;28/05/2022;M;[+65];oui;oui;[50k-99k];Private;SUV;[Moins de 10 ans];Urban;[Moins de 300];2
493;27/03/2022;F;[+65];oui;oui;[-50k];Commercial;Pickup;[N/A];Rural;[Moins de 300];2
494;03/02/2022;M;[50-65];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Urban;[300-599];4
495;06/05/2022;F;Mineur;oui;oui;[100k-149k];Commercial;Panel Truck;[Moins de 10 ans];Urban;[300-599];4
496;12/05/2022;F;[18-28];oui;oui;[-50k];Private;Minivan;[N/A];Rural;[300-599];3
497;15/01/2022;F;[+65];oui;oui;[50k-99k];Commercial;Van;[N/A];Urban;[Moins de 300];1
498;24/01/2022;M;Mineur;oui;oui;[-50k];Commercial;Pickup;[Moins de 10 ans];Urban;[300-599];1
499;17/03/2022;M;[50-65];oui;oui;[+150k];Private;Pickup;[N/A];Urban;[300-599];0
500;29/03/2022;M;[+65];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Rural;[300-599];1
501;10/05/2022;M;[18-28];oui;oui;[50k-99k];Private;Pickup;[N/A];Urban;[Moins de 300];0
502;14/03/2022;F;[50-65];oui;oui;[100k-149k];Private;Minivan;[N/A];Urban;[Moins de 300];0
503;31/05/2022;F;[+65];oui;oui;[-50k];Private;Pickup;[10-20];Rural;[300-599];0
504;10/05/2022;F;Mineur;oui;oui;[100k-149k];Private;SUV;[Moins de 10 ans];Urban;[300-599];0
505;14/05/2022;F;[50-65];oui;oui;[-50k];Commercial;Pickup;[Moins de 10 ans];Urban;[Moins de 300];0
506;07/05/2022;F;[+65];oui;oui;[100k-149k];Commercial;Van;[N/A];Urban;[Moins de 300];2
507;17/05/2022;F;[50-65];oui;oui;[50k-99k];Private;Pickup;[Moins de 10 ans];Rural;[300-599];1
508;17/03/2022;M;[50-65];oui;oui;[-50k];Commercial;Minivan;[Moins de 10 ans];Urban;[Moins de 300];0
509;15/03/2022;F;[29-45];oui;oui;[100k-149k];Commercial;Van;[10-20];Urban;[300-599];3
510;30/03/2022;F;[50-65];oui;oui;[100k-149k];Private;Minivan;[N/A];Urban;[Moins de 300];0
511;21/01/2022;F;[50-65];oui;oui;[50k-99k];Private;SUV;[Moins de 10 ans];Urban;[Moins de 300];0
512;18/01/2022;M;[50-65];oui;oui;[-50k];Commercial;SUV;[Moins de 10 ans];Urban;[Moins de 300];2
513;19/04/2022;F;[18-28];oui;oui;[-50k];Commercial;Minivan;[N/A];Urban;[Moins de 300];1
514;18/05/2022;M;[50-65];oui;oui;[-50k];Commercial;Pickup;[Moins de 10 ans];Rural;[300-599];0
515;04/04/2022;M;[50-65];oui;oui;[50k-99k];Private;Minivan;[20 ans+];Urban;[Moins de 300];0
516;25/03/2022;M;[50-65];oui;oui;[100k-149k];Private;Minivan;[Moins de 10 ans];Urban;[300-599];0
517;23/03/2022;F;[50-65];oui;oui;[50k-99k];Commercial;Minivan;[Moins de 10 ans];Urban;[Moins de 300];7
518;25/03/2022;F;[29-45];oui;oui;[100k-149k];Commercial;Panel Truck;[N/A];Urban;[Moins de 300];0
519;23/02/2022;M;[29-45];oui;oui;[N/A];Private;Minivan;[20 ans+];Urban;[300-599];0
520;08/04/2022;F;[+65];oui;oui;[100k-149k];Commercial;SUV;[10-20];Urban;[300-599];4
521;25/02/2022;M;[+65];oui;oui;[-50k];Private;Minivan;[N/A];Urban;[300-599];0
522;07/02/2022;F;[+65];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Urban;[Moins de 300];2
523;01/04/2022;M;Mineur;oui;oui;[-50k];Commercial;Minivan;[Moins de 10 ans];Rural;[300-599];0
524;25/05/2022;M;[18-28];oui;oui;[100k-149k];Private;Minivan;[N/A];Urban;[Moins de 300];3
525;21/04/2022;F;[+65];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Urban;[Moins de 300];5
526;31/05/2022;F;[50-65];oui;oui;[-50k];Private;Minivan;[Moins de 10 ans];Urban;[300-599];0
527;19/02/2022;M;[29-45];oui;oui;[N/A];Commercial;Pickup;[Moins de 10 ans];Urban;[Moins de 300];0
528;23/05/2022;F;[50-65];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Urban;[300-599];9
529;24/02/2022;M;[+65];oui;oui;[50k-99k];Commercial;Pickup;[Moins de 10 ans];Rural;[300-599];0
530;28/05/2022;M;[+65];oui;oui;[50k-99k];Private;Sports Car;[N/A];Urban;[Moins de 300];0
531;18/05/2022;F;[+65];oui;oui;[-50k];Private;Minivan;[Moins de 10 ans];Urban;[Moins de 300];0
532;12/03/2022;M;[50-65];oui;oui;[-50k];Commercial;Panel Truck;[Moins de 10 ans];Urban;[Moins de 300];4
533;06/03/2022;M;[50-65];oui;oui;[50k-99k];Commercial;Pickup;[Moins de 10 ans];Rural;[Moins de 300];2
534;04/03/2022;M;[+65];oui;oui;[N/A];Commercial;Pickup;[Moins de 10 ans];Urban;[Moins de 300];3
535;10/05/2022;M;[+65];oui;oui;[-50k];Commercial;Pickup;[N/A];Rural;[300-599];2
536;08/04/2022;M;[29-45];oui;oui;[N/A];Private;Pickup;[Moins de 10 ans];Urban;[Moins de 300];3
537;20/01/2022;F;[50-65];oui;oui;[50k-99k];Commercial;SUV;[Moins de 10 ans];Urban;[Moins de 300];1
538;06/01/2022;F;[+65];oui;oui;[N/A];Private;Minivan;[N/A];Rural;[Moins de 300];2
539;07/01/2022;F;[29-45];oui;oui;[-50k];Private;Sports Car;[Moins de 10 ans];Rural;[Moins de 300];2
540;04/05/2022;F;[50-65];oui;oui;[-50k];Private;Pickup;[Moins de 10 ans];Urban;[Moins de 300];1
541;05/05/2022;M;Mineur;oui;oui;[100k-149k];Private;Pickup;[N/A];Urban;[300-599];2
542;14/03/2022;F;Mineur;oui;oui;[50k-99k];Private;Sports Car;[N/A];Urban;[Moins de 300];7
543;13/02/2022;M;[+65];oui;oui;[50k-99k];Private;Minivan;[N/A];Urban;[Moins de 300];2
544;27/03/2022;M;[+65];oui;oui;[-50k];Private;Minivan;[N/A];Rural;[300-599];0
545;02/02/2022;F;[50-65];oui;oui;[50k-99k];Private;Sports Car;[Moins de 10 ans];Urban;[300-599];0
546;22/05/2022;F;[+65];oui;oui;[50k-99k];Commercial;Panel Truck;[N/A];Rural;[300-599];0
547;03/02/2022;M;[50-65];oui;oui;[-50k];Private;Sports Car;[Moins de 10 ans];Urban;[Moins de 300];2
548;17/04/2022;M;[18-28];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Urban;[Moins de 300];3
549;30/01/2022;F;[+65];oui;oui;[50k-99k];Private;Sports Car;[Moins de 10 ans];Urban;[Moins de 300];0
550;04/01/2022;M;[+65];oui;oui;[+150k];Private;SUV;[N/A];Urban;[Moins de 300];3
551;20/02/2022;F;[29-45];oui;oui;[-50k];Private;Pickup;[N/A];Rural;[300-599];2
552;22/03/2022;M;[29-45];oui;oui;[50k-99k];Private;SUV;[N/A];Urban;[300-599];0
553;14/04/2022;M;[+65];oui;oui;[N/A];Private;Sports Car;[20 ans+];Urban;[300-599];0
554;28/03/2022;M;[+65];oui;oui;[-50k];Commercial;SUV;[Moins de 10 ans];Urban;[300-599];4
555;15/01/2022;M;[29-45];oui;oui;[-50k];Commercial;SUV;[Moins de 10 ans];Urban;[300-599];0
556;30/03/2022;M;[+65];oui;oui;[-50k];Commercial;Pickup;[Moins de 10 ans];Urban;[Moins de 300];1
557;03/04/2022;M;Mineur;oui;oui;[N/A];Private;Minivan;[Moins de 10 ans];Rural;[Moins de 300];0
558;11/04/2022;M;Mineur;oui;oui;[50k-99k];Private;Minivan;[N/A];Urban;[300-599];0
559;18/05/2022;F;[+65];oui;oui;[-50k];Commercial;Panel Truck;[N/A];Urban;[300-599];0
560;02/04/2022;M;[+65];oui;oui;[-50k];Private;Pickup;[Moins de 10 ans];Urban;[300-599];4
561;09/03/2022;M;Mineur;oui;oui;[50k-99k];Private;Minivan;[N/A];Urban;[Moins de 300];0
562;13/04/2022;M;[18-28];oui;oui;[-50k];Private;Sports Car;[10-20];Urban;[300-599];0
563;14/03/2022;M;[29-45];oui;oui;[-50k];Commercial;Van;[N/A];Urban;[300-599];3
564;12/05/2022;M;[50-65];oui;oui;[-50k];Private;Minivan;[10-20];Urban;[Moins de 300];1
565;01/01/2022;F;[18-28];oui;oui;[-50k];Private;Van;[Moins de 10 ans];Urban;[Moins de 300];0
566;25/05/2022;M;[18-28];oui;oui;[50k-99k];Private;SUV;[N/A];Urban;[Moins de 300];4
567;16/05/2022;F;[50-65];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Urban;[Moins de 300];0
568;27/02/2022;M;Mineur;oui;oui;[-50k];Private;Pickup;[Moins de 10 ans];Urban;[300-599];1
569;09/03/2022;F;[+65];oui;oui;[+150k];Private;Pickup;[N/A];Urban;[Moins de 300];0
570;31/05/2022;M;[29-45];oui;oui;[50k-99k];Private;SUV;[N/A];Urban;[Moins de 300];4
571;02/03/2022;F;[50-65];oui;oui;[+150k];Private;Minivan;[N/A];Urban;[300-599];0
572;24/04/2022;F;[18-28];oui;oui;[50k-99k];Commercial;Panel Truck;[20 ans+];Urban;[300-599];0
573;21/01/2022;F;[+65];oui;oui;[-50k];Commercial;Pickup;[10-20];Urban;[Moins de 300];3
574;07/03/2022;F;[+65];oui;oui;[50k-99k];Private;SUV;[N/A];Urban;[Moins de 300];4
575;31/05/2022;F;Mineur;oui;oui;[-50k];Private;Pickup;[N/A];Rural;[Moins de 300];0
576;13/05/2022;M;[+65];oui;oui;[50k-99k];Commercial;Van;[Moins de 10 ans];Urban;[Moins de 300];4
577;23/05/2022;F;[50-65];oui;oui;[50k-99k];Private;Pickup;[N/A];Urban;[Moins de 300];0
578;11/05/2022;M;Mineur;oui;oui;[-50k];Commercial;Minivan;[10-20];Urban;[Moins de 300];1
579;05/04/2022;M;[50-65];oui;oui;[-50k];Private;Minivan;[Moins de 10 ans];Urban;[300-599];3
580;27/05/2022;M;[29-45];oui;oui;[50k-99k];Private;SUV;[Moins de 10 ans];Urban;[300-599];8
581;20/04/2022;M;[50-65];oui;oui;[-50k];Private;Minivan;[Moins de 10 ans];Urban;[300-599];2
582;25/01/2022;M;[50-65];oui;oui;[-50k];Commercial;Panel Truck;[10-20];Urban;[Moins de 300];0
583;08/04/2022;M;[50-65];oui;oui;[50k-99k];Private;Minivan;[N/A];Urban;[Moins de 300];1
584;18/02/2022;M;[+65];oui;oui;[-50k];Private;Minivan;[Moins de 10 ans];Rural;[300-599];0
585;12/01/2022;F;[29-45];oui;oui;[50k-99k];Commercial;Minivan;[N/A];Urban;[300-599];0
586;10/01/2022;M;[+65];oui;oui;[-50k];Private;Sports Car;[Moins de 10 ans];Urban;[300-599];2
587;10/05/2022;M;[+65];oui;oui;[50k-99k];Private;SUV;[Moins de 10 ans];Urban;[300-599];1
588;23/03/2022;M;[+65];oui;oui;[N/A];Private;SUV;[10-20];Rural;[300-599];0
589;19/02/2022;M;[50-65];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Urban;[Moins de 300];5
590;27/04/2022;M;[29-45];oui;oui;[N/A];Private;SUV;[Moins de 10 ans];Rural;[Moins de 300];0
591;23/04/2022;F;[+65];oui;oui;[-50k];Private;Pickup;[Moins de 10 ans];Urban;[Moins de 300];0
592;21/05/2022;F;[50-65];oui;oui;[100k-149k];Commercial;Panel Truck;[10-20];Urban;[300-599];5
593;06/01/2022;M;Mineur;oui;oui;[100k-149k];Private;Van;[N/A];Urban;[Moins de 300];6
594;08/04/2022;M;Mineur;oui;oui;[50k-99k];Private;SUV;[N/A];Urban;[300-599];0
595;25/04/2022;F;[+65];oui;oui;[50k-99k];Private;SUV;[Moins de 10 ans];Urban;[300-599];0
596;09/01/2022;M;[+65];oui;oui;[-50k];Private;Sports Car;[N/A];Urban;[Moins de 300];1
597;05/02/2022;M;[29-45];oui;oui;[-50k];Private;Minivan;[Moins de 10 ans];Rural;[300-599];2
598;01/03/2022;M;[+65];oui;oui;[+150k];Private;Minivan;[N/A];Urban;[Moins de 300];2
599;14/02/2022;M;[50-65];oui;oui;[-50k];Private;Sports Car;[20 ans+];Rural;[300-599];2
600;13/02/2022;F;[29-45];oui;oui;[50k-99k];Commercial;Pickup;[Moins de 10 ans];Urban;[Moins de 300];7
601;11/03/2022;M;[50-65];oui;oui;[N/A];Commercial;Pickup;[Moins de 10 ans];Rural;[300-599];2
602;12/01/2022;M;[50-65];oui;oui;[50k-99k];Commercial;SUV;[N/A];Urban;[Moins de 300];1
603;10/03/2022;F;[50-65];oui;oui;[-50k];Private;Minivan;[N/A];Urban;[300-599];0
604;10/05/2022;M;[50-65];oui;oui;[+150k];Commercial;Panel Truck;[Moins de 10 ans];Urban;[Moins de 300];0
605;11/01/2022;F;Mineur;oui;oui;[50k-99k];Commercial;SUV;[Moins de 10 ans];Urban;[300-599];3
606;05/05/2022;M;[29-45];oui;oui;[N/A];Private;Sports Car;[Moins de 10 ans];Rural;[300-599];0
607;21/02/2022;F;[50-65];oui;oui;[50k-99k];Private;Minivan;[N/A];Urban;[300-599];1
608;07/04/2022;M;[50-65];oui;oui;[50k-99k];Commercial;Van;[N/A];Urban;[300-599];0
609;07/02/2022;M;[+65];oui;oui;[50k-99k];Commercial;Minivan;[Moins de 10 ans];Urban;[Moins de 300];2
610;28/05/2022;F;Mineur;oui;oui;[-50k];Commercial;SUV;[Moins de 10 ans];Rural;[Moins de 300];0
611;03/03/2022;M;[50-65];oui;oui;[50k-99k];Private;Minivan;[Moins de 10 ans];Urban;[300-599];0
612;07/02/2022;M;[18-28];oui;oui;[100k-149k];Private;Minivan;[N/A];Urban;[300-599];0
613;07/01/2022;F;[29-45];oui;oui;[50k-99k];Private;SUV;[N/A];Rural;[300-599];0
614;26/02/2022;M;Mineur;oui;oui;[-50k];Commercial;Minivan;[Moins de 10 ans];Urban;[300-599];0
615;07/04/2022;M;Mineur;oui;oui;[+150k];Private;Van;[N/A];Urban;[300-599];0
616;22/03/2022;F;[+65];oui;oui;[+150k];Private;Sports Car;[20 ans+];Urban;[Moins de 300];4
617;12/01/2022;F;Mineur;oui;oui;[50k-99k];Private;SUV;[N/A];Rural;[300-599];1
618;10/03/2022;M;[50-65];oui;oui;[-50k];Private;Sports Car;[N/A];Urban;[300-599];0
619;11/02/2022;F;Mineur;oui;oui;[-50k];Commercial;Sports Car;[N/A];Urban;[Moins de 300];2
620;17/04/2022;F;[29-45];oui;oui;[50k-99k];Private;Minivan;[N/A];Rural;[Moins de 300];2
621;20/05/2022;M;[+65];oui;oui;[N/A];Private;Minivan;[Moins de 10 ans];Urban;[300-599];3
622;08/01/2022;F;[18-28];oui;oui;[+150k];Commercial;Panel Truck;[N/A];Rural;[Moins de 300];0
623;14/03/2022;M;[18-28];oui;oui;[50k-99k];Private;Sports Car;[N/A];Urban;[Moins de 300];3
624;23/05/2022;M;[18-28];oui;oui;[100k-149k];Private;Pickup;[10-20];Urban;[Moins de 300];0
625;09/04/2022;M;[18-28];oui;oui;[50k-99k];Commercial;Sports Car;[N/A];Urban;[300-599];1
626;28/04/2022;M;[18-28];oui;oui;[-50k];Private;Van;[N/A];Urban;[300-599];0
627;17/02/2022;M;Mineur;oui;oui;[-50k];Private;Pickup;[Moins de 10 ans];Rural;[300-599];3
628;16/04/2022;F;[50-65];oui;oui;[100k-149k];Private;Minivan;[N/A];Urban;[Moins de 300];2
629;14/04/2022;M;Mineur;oui;oui;[+150k];Private;Minivan;[N/A];Urban;[Moins de 300];0
630;26/04/2022;M;[29-45];oui;oui;[50k-99k];Commercial;Minivan;[Moins de 10 ans];Urban;[300-599];0
631;24/04/2022;M;[29-45];oui;oui;[-50k];Private;Sports Car;[Moins de 10 ans];Urban;[Moins de 300];4
632;03/03/2022;M;[18-28];oui;oui;[50k-99k];Private;Pickup;[Moins de 10 ans];Urban;[300-599];0
633;18/03/2022;M;Mineur;oui;oui;[100k-149k];Private;Minivan;[N/A];Urban;[300-599];1
634;28/04/2022;F;[+65];oui;oui;[50k-99k];Private;Sports Car;[Moins de 10 ans];Urban;[Moins de 300];2
635;22/03/2022;F;Mineur;oui;oui;[50k-99k];Commercial;Van;[Moins de 10 ans];Urban;[Moins de 300];1
636;08/02/2022;F;[18-28];oui;oui;[50k-99k];Commercial;Pickup;[10-20];Urban;[300-599];4
637;08/02/2022;F;[18-28];oui;oui;[50k-99k];Commercial;Panel Truck;[N/A];Rural;[300-599];0
638;07/02/2022;F;[+65];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Rural;[Moins de 300];0
639;22/03/2022;F;[+65];oui;oui;[50k-99k];Commercial;Pickup;[Moins de 10 ans];Urban;[Moins de 300];2
640;13/04/2022;F;[+65];oui;oui;[-50k];Commercial;Pickup;[Moins de 10 ans];Urban;[300-599];1
641;16/02/2022;M;[+65];oui;oui;[-50k];Private;Sports Car;[Moins de 10 ans];Urban;[300-599];4
642;01/03/2022;F;Mineur;oui;oui;[-50k];Private;Minivan;[Moins de 10 ans];Urban;[300-599];0
643;17/01/2022;F;[29-45];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Rural;[Moins de 300];0
644;21/05/2022;M;[50-65];oui;oui;[-50k];Private;Minivan;[Moins de 10 ans];Rural;[300-599];2
645;17/04/2022;F;[29-45];oui;oui;[+150k];Private;Minivan;[N/A];Urban;[300-599];6
646;13/02/2022;F;[18-28];oui;oui;[50k-99k];Private;SUV;[Moins de 10 ans];Urban;[300-599];0
647;08/03/2022;M;[+65];oui;oui;[100k-149k];Private;Minivan;[20 ans+];Urban;[Moins de 300];0
648;01/05/2022;M;[50-65];oui;oui;[50k-99k];Commercial;Minivan;[Moins de 10 ans];Rural;[300-599];1
649;10/02/2022;M;[18-28];oui;oui;[+150k];Commercial;Pickup;[N/A];Urban;[300-599];0
650;17/03/2022;F;[29-45];oui;oui;[50k-99k];Private;Sports Car;[N/A];Urban;[300-599];0
651;10/02/2022;M;[50-65];oui;oui;[-50k];Commercial;SUV;[Moins de 10 ans];Rural;[300-599];1
652;16/01/2022;F;[50-65];oui;oui;[50k-99k];Private;SUV;[Moins de 10 ans];Urban;[300-599];0
653;05/01/2022;M;[+65];oui;oui;[-50k];Commercial;Minivan;[Moins de 10 ans];Urban;[Moins de 300];6
654;11/01/2022;F;[29-45];oui;oui;[+150k];Commercial;Panel Truck;[N/A];Urban;[800+];0
655;11/03/2022;M;[50-65];oui;oui;[50k-99k];Commercial;SUV;[Moins de 10 ans];Urban;[300-599];0
656;10/01/2022;F;[+65];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Rural;[300-599];0
657;15/05/2022;M;[50-65];oui;oui;[-50k];Commercial;Van;[Moins de 10 ans];Urban;[Moins de 300];1
658;03/01/2022;F;[+65];oui;oui;[N/A];Private;SUV;[Moins de 10 ans];Rural;[300-599];2
659;22/01/2022;F;[+65];oui;oui;[100k-149k];Private;Minivan;[N/A];Urban;[300-599];1
660;03/04/2022;F;[+65];oui;oui;[-50k];Commercial;Pickup;[Moins de 10 ans];Urban;[300-599];1
661;15/03/2022;F;[18-28];oui;oui;[-50k];Commercial;Pickup;[N/A];Rural;[300-599];4
662;11/05/2022;M;[+65];oui;oui;[-50k];Private;Van;[20 ans+];Rural;[800+];2
663;20/02/2022;M;[50-65];oui;oui;[50k-99k];Private;Minivan;[N/A];Urban;[300-599];5
664;07/03/2022;M;[29-45];oui;oui;[-50k];Private;Sports Car;[Moins de 10 ans];Urban;[300-599];0
665;11/04/2022;M;[29-45];oui;oui;[100k-149k];Commercial;Pickup;[N/A];Urban;[300-599];4
666;21/01/2022;M;[+65];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Urban;[300-599];0
667;22/03/2022;M;Mineur;oui;oui;[50k-99k];Private;Minivan;[N/A];Urban;[300-599];0
668;11/04/2022;F;[50-65];oui;oui;[-50k];Commercial;Minivan;[N/A];Urban;[300-599];4
669;17/01/2022;F;Mineur;oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Urban;[300-599];2
670;08/04/2022;M;[18-28];oui;oui;[100k-149k];Private;SUV;[N/A];Urban;[300-599];4
671;10/05/2022;F;[18-28];oui;oui;[-50k];Commercial;SUV;[Moins de 10 ans];Rural;[Moins de 300];3
672;23/02/2022;M;[29-45];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Rural;[Moins de 300];1
673;02/04/2022;M;[+65];oui;oui;[50k-99k];Private;Pickup;[Moins de 10 ans];Rural;[Moins de 300];1
674;15/02/2022;F;[29-45];oui;oui;[50k-99k];Commercial;Pickup;[Moins de 10 ans];Urban;[Moins de 300];1
675;08/01/2022;M;[+65];oui;oui;[-50k];Commercial;Minivan;[Moins de 10 ans];Rural;[Moins de 300];0
676;24/03/2022;M;[+65];oui;oui;[50k-99k];Commercial;Pickup;[N/A];Urban;[300-599];4
677;24/05/2022;F;[+65];oui;oui;[50k-99k];Commercial;SUV;[N/A];Urban;[Moins de 300];5
678;17/01/2022;F;[29-45];oui;oui;[50k-99k];Private;Minivan;[N/A];Urban;[Moins de 300];5
679;17/03/2022;M;[+65];oui;oui;[50k-99k];Commercial;SUV;[Moins de 10 ans];Urban;[Moins de 300];3
680;18/03/2022;M;[18-28];oui;oui;[50k-99k];Private;Minivan;[Moins de 10 ans];Rural;[300-599];0
681;05/01/2022;F;Mineur;oui;oui;[-50k];Commercial;Van;[Moins de 10 ans];Urban;[Moins de 300];1
682;13/05/2022;M;[18-28];oui;oui;[100k-149k];Commercial;Van;[Moins de 10 ans];Urban;[300-599];0
683;14/01/2022;M;[+65];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Rural;[Moins de 300];0
684;16/01/2022;F;[+65];oui;oui;[-50k];Private;Minivan;[Moins de 10 ans];Urban;[300-599];1
685;13/04/2022;F;[29-45];oui;oui;[-50k];Commercial;SUV;[Moins de 10 ans];Urban;[300-599];1
686;09/03/2022;F;Mineur;oui;oui;[50k-99k];Private;SUV;[N/A];Urban;[Moins de 300];0
687;15/03/2022;M;[+65];oui;oui;[100k-149k];Private;Minivan;[Moins de 10 ans];Urban;[Moins de 300];0
688;07/02/2022;M;[+65];oui;oui;[50k-99k];Commercial;Van;[Moins de 10 ans];Rural;[300-599];2
689;08/03/2022;M;[+65];oui;oui;[50k-99k];Commercial;Minivan;[Moins de 10 ans];Urban;[Moins de 300];0
690;07/01/2022;F;[29-45];oui;oui;[-50k];Commercial;Pickup;[Moins de 10 ans];Urban;[300-599];0
691;13/04/2022;M;[29-45];oui;oui;[-50k];Private;Minivan;[N/A];Urban;[300-599];0
692;30/05/2022;M;[+65];oui;oui;[-50k];Private;Minivan;[20 ans+];Urban;[300-599];0
693;10/03/2022;F;Mineur;oui;oui;[50k-99k];Commercial;Pickup;[Moins de 10 ans];Urban;[300-599];4
694;02/05/2022;F;[29-45];oui;oui;[50k-99k];Private;SUV;[Moins de 10 ans];Urban;[Moins de 300];1
695;04/05/2022;F;[50-65];oui;oui;[-50k];Private;Pickup;[Moins de 10 ans];Urban;[Moins de 300];2
696;17/05/2022;M;Mineur;oui;oui;[-50k];Private;Minivan;[N/A];Urban;[Moins de 300];2
697;25/04/2022;M;[50-65];oui;oui;[50k-99k];Private;Minivan;[N/A];Urban;[Moins de 300];0
698;11/05/2022;M;[29-45];oui;oui;[100k-149k];Private;Minivan;[10-20];Rural;[Moins de 300];1
699;05/02/2022;M;[50-65];oui;oui;[50k-99k];Private;SUV;[N/A];Urban;[Moins de 300];1
700;03/03/2022;F;[50-65];oui;oui;[-50k];Private;Minivan;[Moins de 10 ans];Rural;[Moins de 300];6
701;18/05/2022;M;[50-65];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Rural;[300-599];0
702;25/02/2022;F;[29-45];oui;oui;[50k-99k];Commercial;Minivan;[Moins de 10 ans];Rural;[300-599];0
703;18/01/2022;M;[+65];oui;oui;[-50k];Commercial;Panel Truck;[Moins de 10 ans];Urban;[600-799];5
704;08/05/2022;F;[50-65];oui;oui;[-50k];Private;Minivan;[Moins de 10 ans];Urban;[300-599];3
705;19/02/2022;M;[+65];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Urban;[Moins de 300];0
706;10/01/2022;F;Mineur;oui;oui;[N/A];Commercial;Pickup;[Moins de 10 ans];Urban;[Moins de 300];6
707;30/03/2022;F;[+65];oui;oui;[50k-99k];Commercial;Minivan;[Moins de 10 ans];Rural;[Moins de 300];1
708;07/05/2022;F;[18-28];oui;oui;[50k-99k];Private;Van;[N/A];Urban;[Moins de 300];1
709;20/05/2022;F;Mineur;oui;oui;[-50k];Private;Minivan;[Moins de 10 ans];Urban;[Moins de 300];0
710;07/05/2022;F;[50-65];oui;oui;[-50k];Commercial;Van;[20 ans+];Urban;[300-599];3
711;04/04/2022;M;[+65];oui;oui;[-50k];Commercial;SUV;[Moins de 10 ans];Urban;[300-599];0
712;04/03/2022;F;Mineur;oui;oui;[50k-99k];Private;Sports Car;[10-20];Urban;[Moins de 300];0
713;11/02/2022;M;[+65];oui;oui;[N/A];Commercial;Panel Truck;[N/A];Urban;[Moins de 300];1
714;31/03/2022;F;[+65];oui;oui;[-50k];Commercial;SUV;[Moins de 10 ans];Urban;[300-599];0
715;26/01/2022;F;[+65];oui;oui;[100k-149k];Private;Van;[Moins de 10 ans];Urban;[Moins de 300];0
716;13/02/2022;M;[+65];oui;oui;[N/A];Commercial;Sports Car;[Moins de 10 ans];Urban;[300-599];2
717;15/01/2022;M;Mineur;oui;oui;[50k-99k];Private;Pickup;[N/A];Urban;[300-599];0
718;23/02/2022;M;[18-28];oui;oui;[50k-99k];Commercial;Panel Truck;[Moins de 10 ans];Urban;[300-599];0
719;21/03/2022;F;[18-28];oui;oui;[50k-99k];Private;SUV;[N/A];Urban;[300-599];0
720;29/04/2022;M;[29-45];oui;oui;[100k-149k];Private;Sports Car;[N/A];Urban;[Moins de 300];0
721;07/03/2022;M;[50-65];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Rural;[Moins de 300];0
722;29/05/2022;M;[+65];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Urban;[Moins de 300];0
723;10/03/2022;M;[50-65];oui;oui;[N/A];Private;Minivan;[Moins de 10 ans];Urban;[Moins de 300];2
724;08/02/2022;M;[50-65];oui;oui;[-50k];Private;Minivan;[N/A];Urban;[Moins de 300];2
725;11/04/2022;F;[18-28];oui;oui;[50k-99k];Commercial;Van;[N/A];Urban;[300-599];8
726;26/05/2022;M;[+65];oui;oui;[N/A];Private;Van;[Moins de 10 ans];Urban;[Moins de 300];0
727;18/04/2022;M;Mineur;oui;oui;[50k-99k];Commercial;SUV;[Moins de 10 ans];Urban;[Moins de 300];4
728;19/02/2022;F;Mineur;oui;oui;[50k-99k];Commercial;Pickup;[N/A];Urban;[Moins de 300];0
729;12/04/2022;F;[29-45];oui;oui;[50k-99k];Commercial;Sports Car;[Moins de 10 ans];Urban;[300-599];3
